text,label
"produk sesuai deskripsi, respon cepat, setelah checkout langsung dikirim. recomended penjual. *semoga semakin sukses.",positif
barang dah sampai dengan selamat,positif
barang sudah sampai.respon penjual sangat responsif,positif
"ok, barang sudah sampai packing rapi.",positif
bagus mantap.agak berat.,positif
terima ka .,positif
barangnya mantap bro!,positif
respon super cepet. 3 jam 30 mnt barang sudah sampai.,positif
"barang sudah diterima dengan baik, sesuai dengan gambar dan cepat, respon penjual lewat chat cepat dibalas, packing rapi.",positif
barang sesuai deskripsi,positif
"pengiriman lumayan cepat, tapi kenapa waktu di pasang isi paku yang beli 8rb an itu kok keluarnya 2 - 2 ya. apa bisa di atur biar tipa jepret keluar nya 1 paku sj?",positif
"barang udah mendarat, maka ",positif
barang sesuai pesanan dan bagus,positif
"barang agak telat tapi sudah saya terima cuma belum di coba ,semoga bagus barang nya.",positif
pengiriman kemarin terhambat.,netral
"packing tidak rapih, isi berantakan, semoga kualitasnya ok",positif
barang sesuai deskripsi,positif
"barang sesuai, bagus dan murah, mantap",positif
"mantap.,.,. .",positif
ok. susuai dengan pesansan,positif
sesuai ikalauan. produk kualitas baik. kemasan aman. kirimnya juga cepat.,positif
terima ka barang sudah sampai jumlah sesuai dengan pesanan packing rapih,positif
biar bintang yang berbicara,positif
tanks bos barang dah sampai. sesuai harapan.,positif
cukup. .,netral
sudah terima barang nya. tks~,positif
trim gan barangnya sudah sampai,positif
oke.,positif
"barang ok, sesuai ekspektasi",positif
barang sesuai pesanan. respon n layanan cepat,positif
top . pesanan sesuai,positif
barang sudah sampai dengan baik,positif
yoiyoiyoiyoiyoiyoiyoyiyoi,positif
terima ka barang sudah sampai. jumlah sesuai pesanan.,positif
bagus barangnya rekomended repenjual,positif
barang sudah sampai sesuai deskripsi dalam kondisi baik . thank gan,positif
terima ka . barang sudah sampai. jumlah sesuai pesanan. packing rapih.,positif
sip.,positif
t1q,positif
"tq,steples pas, utk merk krisbow,",positif
paket sudah diterima dengan baik. tks.,positif
"ok gan, barang pesanan saya sudah sampai. trima kasi.",positif
maka gan.,positif
"thanx gan, barang sudah d terima",positif
bagus. dikirim cepat. terima ka ,positif
sip lah,positif
pengiriman cepat dan barang yang dikirm mantep,positif
suip.barang e mantaps,positif
barangxa oke gan kemasan juga rapih.,positif
sesuai. dengan harga.,positif
"barang sudah saya terima, terima kasih.",positif
woke.pengiriman cepat.packing sip.gojek'e konco dewe mas bos.hehehehe,positif
barang sudah sesuai dengan deskripsi hanya saja pada sat diterima isinya sudah tidak utuh lagi (patah semua). tidak tau dari awal sudah seperti itu atau larena packingnya kurang aman. semoga kedepan dapat ditingkatkan lagi,netral
barang sudah sampai. terima kasih,positif
"salah beli, untuk molar jangan pakai yang ini senang ",positif
bagus sesuai dengan deskripsi.,positif
barang bagus sesuai deskripsi,positif
sesuai order semoga cocok dg staplesnys,positif
yerima ka .,positif
barang nya berpungsi dengan baik mantap lah pokok nya,positif
barang dan isinya sesuai pesanan,positif
"barang sesuai pesanan, dikirim dg cepat",positif
terimaka pak. barang sudah sampe. barang nya sesuai. keinginan. best toko ini,positif
biar bintang yang menilai,positif
maka maka maka maka ,positif
god.fast respon.terima kasih gan.,positif
terimakasih. belum di cobak.,positif
"mantap, produk sesuai ekpektasi",positif
mantap. fast dan berfungsi dengan baik. sesuai etalase dan deskripsi. sangat direkomendasikan utk pembeli. ,positif
sip.,positif
barang sesuai pesanan dan sampai dengan selamat,positif
"barang bagus,dah sampai dengan selamat,maksh",positif
"respon cepat, kirim cepat, barang sudah dicoba bagus.",positif
barang sesuai pesanan. tapi isi steples tidak semua yang dideskripsi bs masuk.,positif
"sesuai dengan deskripsinya,bagus,cepat, dan packaging rapih",positif
barang bagus sesuai pesanan.,positif
"stapler tembak nya bagus, berfungsi dg baik harga mantaps semoga awet pengiriman cepat terima ka ",positif
barang bagus memuaskan.,positif
barang sudah diterima dengan baik.,positif
barang oke pengiriman super cepat,positif
mantul .,positif
"barang sudah diterima, packaging rapi dan berfungsi dengan baik. terima kasih",positif
"barang bagus, hanya pengiriman telat",positif
terima ka barang sudah mendarat,positif
"barang sesuai pict, pesan pagi bsk udah sampai senang ",positif
"god dan berfungsi dengan baik, tq",positif
barang sesuai dengan pesanan,positif
barang oke. sesuai ikalauan dan orderan. terima kasih,positif
"top, recomended penjual",positif
barang sudah sampai. okesip,positif
barang dah sampai packing rapih terimaka ,positif
respon cepat produk berkualitas recomended,positif
mantap respon cepat.tks,positif
sangat puas . order lgsg di proses dan cepat pengirimanya,positif
"sesuai gambar dan deskripsi, semoga tahan lama",positif
barang sesuai ulasan.mantap,positif
mantap recomend banget,positif
respon cpt pengiriman juga cepet,positif
"super respon n pengiriman super cepat. belum coba, semoga produknya juga ok",positif
mantaps.,positif
mantap maka gan .,positif
respon mantap. barang bermanfat.,positif
mantap gan.,positif
barangnya sudah sampai dan sesuai,positif
terbaikalauah,positif
"terima ka , barang sudah sampai dan berfungsi dengan baik",positif
"kiriman sudah sampai, maka gan",positif
"sesuai gambar, terima ka gan",positif
"pengiriman cepat, barang sesuai deskripsi. terima kasih ya",positif
bagus .hentakan nya kenceng,positif
"pengiriman cepat, pelayanan mantap, toko paling top",positif
"barang qulitas baik, bahan tebal. tidak ada cacat. recomended ",positif
"produk ok. sd dicoba, berjalan baik. semoga awet.",positif
produk original berkualitas berfungsi baik,positif
barang sesuai dengan spesifikasi. terima kasih gan,positif
barang datang sesuai pesanan,positif
barang sesuai deskripsi. pengiriman cepat.,positif
"barang sesuai pesanan, tapi belum di coba, pengiriman cepat",positif
.sip,positif
mka .,positif
sesuai harapan.ok bagus.mantap cuy.,positif
fast respond danamp; kualitas ok,positif
"bagus, pelayanan cepat",positif
kwalitas baik.sudah di coba.dan mudah pemakainx.terima kasih.,positif
barang sudah di terima dengan cepat dan kondisi barang lengkap. terima kasih,positif
"terima kasih gan, god job next order lagi",positif
barangnya mantap. yang penting mure,positif
bos kalau beli isinya ready,positif
barang sampai dan tes ok,positif
barang udah dateng. respon cepet. kemasan rapih. tapi belum dicoba. moga-moga awet dah.,positif
barang pesanan telah sampai. pengiriman cepat. hanya saja belum diperiksa krn sedang diluar rumah.terima ka .,positif
brng ny sesuai dg postingan n bagus.,positif
sip barang sesuai dengan deskripsi,positif
bagus.,positif
ty gan.respon cepat .recomended penjual.sukses gan.,positif
sudah diterima,positif
pking baik barang ok cuma agk lmbat pngirnya.,positif
barang oke.di tes nembaknya kencang.mantap lah,positif
pesanan sampai sgt cepat. belom dicoba barangnya. tapi bagus kelihatanya cukup kokoh untuk harga murah.,positif
"barang sudah dicoba, hasilnya sangat bagus, semoga awet",positif
barangnya sesuai dengan pesanan,positif
"pengiriman cepat, packing rapi",positif
"barang sesuai dengan deskripsi, dites ok, recomended penjual, sukses gan,mksh.",positif
barans sesuai pesanan,positif
"respon cepat, produk sesuai deskripsi dan packing rapi",positif
terimaka pengiriman cepat.dan barang sesuai,positif
biarkan bintang yang berbicara.,positif
"ok, mudah-mudahan staples gun-nya bisa berfungsi maksimal. trims",positif
terimaka barang sudah sampai,positif
ukuran mak tertulis di product 14m faktanya 8m.,netral
mantap. godjobs.,positif
staples tembak nya bisa berfungsi baik. barusan saya gunakan untuk staples sofa saya dan bisa. hasil nya bagus dan rapi. thank you.,positif
god product .buy it pls,positif
"barangnya sudah diterima dengan baik, penanganan proses pengirimanya cepat . . . kualitas barang ok punya . . . murah . . .",positif
spek sesuwai dengan yang dikalauankan. respon cepat. repeat order lancar terus. mantap!,positif
barang bagus telah dicoba tapi utk ekspedisi wahana kurang baek (lama).ovel al godjob,positif
"barang sesuai deskripsi dan gambar, semoga awet.",positif
"pesan homaster, kenmaster yang dikirim, isi staples yang dikirim ternyata tidak cocok utk staplesnya, parahanya lagi isinya gak ada yang jual di kota saya. nyesel beli disinu!",netral
barangnya sudah sampe berfungsi dengan baik cuma agak telat aja sampe nya tks gan,positif
"mantap, barang bagus sesuai harapan",positif
bagus.god.,positif
"maf baru bisa nga ulasan, barang sudah diterima dengan baik cuma kalau dipake ke benda keras kurang nancap walaupun sudah diseting, tapi okalauah !",netral
"packing rapi, kuat, bagus.barang sesuai, dicoba hasil bagus.recomended skalaui.top",positif
thank,positif
barang sudah diterima sesuai pesanan,positif
terima ka telah mengirimkan barang dengan cepat dan kondisinya sangat bagus. bahkan dilengkapi pula dengan isinya. terima ka banyak cahayabelawa,positif
pelayananya oke. packingnya oke. barangnya juga oke banget.mksh bos,positif
barang sudah nyampai dengan selamat,positif
mantap,positif
"sesuai pesanan, terina ka ",positif
"steples tembak bagus,recomended",positif
"maka , barang sesuai gambar",positif
barangnya bagus dan cepat sampainya,positif
sangat bermanfat. terimaka banyak,positif
sip.,positif
berfungsi dengan baik.sukses selalu gan,positif
barang dah saya trima dengan slamat gan trims,positif
cakep .,positif
sesuai pesanan x,positif
barang sudah nyampai mantap,positif
"baranh sudah di terima, sukses untuk lapaknya.",positif
"pengiriman cepat , produk juga o.k terima ka ",positif
barang sudah kami terima. terima ka ,positif
sesuai pesanan.pelayanan memuaskan,positif
suip,positif
"barang sudah sampai gan, fast respond terus barang sesuai deskripsi lah pokoknya. mantap lah",positif
mantap recomended lanjutkan,positif
barang sesuai dengan deksripsi dan foto,positif
barang sangat bagus kuat dan sesuai harapan,positif
"barang bagus sesuai deskripsi, pengiriman cepat, packing rapih dan aman, mantap h 5 bintang utk agan",positif
maka barangnya udah sampai,positif
"bagus, sesuai harapan",positif
"kualitas mantap, harga murah, pengiriman cepat. terimaka .",positif
"barang sampe sesuai pesanan + bonusnya, mksh gan.",positif
"barang sudah sampai, respon penjual cepat, sudah dicoba dan berfungai dengan baik. terima ka gan, sukses terus jualanya",positif
barang sudah di terima.,positif
maka gan barang dah sampe,positif
"barang sesuai dengan pesanan. recomended terima kasih tokopedia dan cahaya belawa ,sukses terus utk keduanya",positif
tembakan nya mantap. lah. lain kali di cek dulu gan jual isi ulang staplesnya. biar sesuai dengan tembakanya. yang agan kirim ke saya isi ulangnya gx sesuai. sekali tembak keluarnya 2 staples.,netral
barang ok. response cepat .,positif
barang sesuai yang dikalauankan. respons penjual sangat cepat. bravo.!,positif
"sudah diterima, sip. sesuai dengan deskripsi",positif
terimaka barang sudah diterima,positif
"barang sudah diterima dengan baik, terima kasih.",positif
"mantap, barang bagus.tembakan kenceng, pakai isi staples model t 15 m masuk. penjual fast response, walaupun ada kendala sedikit, folow upnya luar biasa. terima kasih u bos.sukses selalu",positif
sudah sampai. sesuai dengan pesanan. terima ka gan,positif
"barang sudah diterima . kualitas bagus, top penjual",positif
"barang sudah sampai, pengiriman via gojek, terima ka atas respon dan pelayanya yang baik.",positif
"tampak fisik ok, tapi belum sempat dicoba.",netral
mantap gan .,positif
mantap gan terima kasih.,positif
"dipacking dengan baik, ada segel selotip.barang belum dipakai tapi terlihat dapat berfungsi dengan baik.made in china",positif
barang ok oh iya untuk refil isi ualangx bli d toko ap ya? trima ka ,positif
barang sudah diterima dengan baik,positif
respon dan pengiriman cepat banget. kemasan rapi dan aman. uda di coba dan tidak ada masalah. sukses gan.,positif
barang telah diterima dengan selamat dan waktu pengiriman relatip singkat.pokoknya sip dah.,positif
bagus,positif
terima ka ya barangnya sudah sampai,positif
"respon cepat, barang bagus sesuai ikalauan",positif
trimka sesui pesanan mantap pol,positif
maka brng sudah aku trima dngn selamat.,positif
oke barang udah sampai gan maka ya gan,positif
"cakep, next belanja lagi dah",positif
"termiaka gan, barang cepet sampai dan barang bagus.",positif
"trim gan, barangnya sudah sampai. barangnya okhe, daya dorongnya kencang udah saya coba.",positif
"barang sudah nyampe , tks cepat responya , tapi belum dicoba",positif
bagus juga gan. pas cobain tangan saya sampe sobek kena tancap.,positif
"thank's, brang smpai dg baik",positif
"barang sesuai deskripsi, pengiriman cepat.",positif
barang bagus sudah saya tes respon cepat thank you,positif
barangnya cepat datangnya.barangnya juga bagus dah dicoba tembakanya kenceng.terima kasih tokopedia.tambah sukses,positif
cepat dan memuaskan seauai gambar,positif
"biar bintang yang bicara,thank",positif
"expres banget dah pokoknya,barangnya mantap",positif
kualitas produk baik. barang sampai langsung di tes nembak kaca dan ternyata pecah. hehehe pengiriman dan pelayanan juga baik,positif
"pesanan saya sudah sampai, cepat kirimnya. dan barang sesuai deskripsi produk. terimaka .",positif
bagus dan mempermudah tugas dengan baik,positif
mantap.sesuai deskripsi ^.^,positif
terima ka terima ka ,positif
"reksel. proses,pengiriman cepat",positif
barang sudah sampai packing rapi barang sesuai transaksi,positif
mak barang sampai dengan kemasan yabg baik. mak alhamdulililah,positif
mantap biar bintang berbicara,positif
"mantul puas bangt sore tf besoknya udh smpe,barang sesuai pesanan. god job",positif
barang mantap.cepat n work it,positif
pakunya kuat. barang asli. sesuai dengan foto,positif
super,positif
mantap gan sesuai gambar dan pesanan,positif
pas mantap,positif
fast respon fast delivery. tapi belum dicoba bagus gaknya.,positif
recomended penjual.,positif
barang sudah di terima dengan baik. tks,positif
"barang ori, sesuai dengan deskripsi",positif
"mantap nih, barang sesuai judul, foto dn deskripsi. ",positif
produk sesuai. berfungsi baik. terima kasih.,positif
untuk respon cukup cepat danamp; untuk pengiriman standard sesuai dengan pesanan,positif
"respon penjual cepat dan ramah, barang bagus meskipun warnanya gk hitam tapi gk papa kualitas tetep ok .",positif
sesuai deskripsi.,positif
barang sesuai deskripsi. respon penjual dan pengiriman cukup cepat. barang belum dicoba.,positif
terima ka respon cepatnya gan,positif
fast respond dan cepat sampai,positif
zip. . .,positif
pengiriman cepat. dicoba juga sesuai ekpetasi. terima ka ,positif
